,agency,power,verb_count,av,pv
u7578,0,0,0,,
u7582,0,3,5,0.0,0.6
u7575,0,0,0,,
u7580,0,11,19,0.0,0.5789473684210527
u7579,0,0,2,0.0,0.0
u7581,0,0,0,,
u7577,-1,-1,1,-1.0,-1.0
u7583,-1,1,1,-1.0,1.0
u7588,53,66,149,0.35570469798657717,0.4429530201342282
u7585,-1,-1,1,-1.0,-1.0
u7597,3,10,42,0.07142857142857142,0.23809523809523808
u7586,10,12,28,0.35714285714285715,0.42857142857142855
u7590,-2,5,6,-0.3333333333333333,0.8333333333333334
u7598,-2,-1,9,-0.2222222222222222,-0.1111111111111111
u7602,-1,0,1,-1.0,0.0
u7600,3,3,3,1.0,1.0
u7594,3,3,35,0.08571428571428572,0.08571428571428572
u7593,19,19,63,0.30158730158730157,0.30158730158730157
u7599,2,2,4,0.5,0.5
u7605,2,4,5,0.4,0.8
u7591,-3,-3,3,-1.0,-1.0
u7606,2,2,2,1.0,1.0
u7596,0,0,2,0.0,0.0
u7603,1,-1,6,0.16666666666666666,-0.16666666666666666
u7608,4,9,16,0.25,0.5625
u7614,1,9,25,0.04,0.36
u7619,1,2,13,0.07692307692307693,0.15384615384615385
u7609,0,1,2,0.0,0.5
u7611,-2,2,2,-1.0,1.0
u7612,1,-1,3,0.3333333333333333,-0.3333333333333333
u7615,2,1,3,0.6666666666666666,0.3333333333333333
u7617,3,1,3,1.0,0.3333333333333333
u7618,-1,1,1,-1.0,1.0
u7624,20,26,36,0.5555555555555556,0.7222222222222222
u7620,29,18,39,0.7435897435897436,0.46153846153846156
u7621,31,37,67,0.4626865671641791,0.5522388059701493
u7623,1,1,5,0.2,0.2
u7622,1,1,1,1.0,1.0
u7625,-2,0,3,-0.6666666666666666,0.0
u7637,-2,8,19,-0.10526315789473684,0.42105263157894735
u7626,-3,-5,5,-0.6,-1.0
u7628,72,93,169,0.4260355029585799,0.5502958579881657
u7631,-1,1,1,-1.0,1.0
u7630,23,15,33,0.696969696969697,0.45454545454545453
u7641,17,13,30,0.5666666666666667,0.43333333333333335
u7633,2,5,6,0.3333333333333333,0.8333333333333334
u7632,6,10,14,0.42857142857142855,0.7142857142857143
u7635,1,4,11,0.09090909090909091,0.36363636363636365
u7629,6,5,16,0.375,0.3125
u7636,2,2,6,0.3333333333333333,0.3333333333333333
u7642,14,8,22,0.6363636363636364,0.36363636363636365
u7638,0,0,0,,
u7643,6,4,11,0.5454545454545454,0.36363636363636365
u7644,14,12,18,0.7777777777777778,0.6666666666666666
u7649,117,99,213,0.5492957746478874,0.4647887323943662
u7645,1,1,3,0.3333333333333333,0.3333333333333333
u7646,1,0,1,1.0,0.0
u7647,0,3,6,0.0,0.5
u7656,1,6,7,0.14285714285714285,0.8571428571428571
u7654,6,8,8,0.75,1.0
u7658,7,4,13,0.5384615384615384,0.3076923076923077
u7650,20,15,41,0.4878048780487805,0.36585365853658536
u7652,22,14,24,0.9166666666666666,0.5833333333333334
u7657,-1,0,1,-1.0,0.0
u7659,0,0,1,0.0,0.0
u7671,-1,0,5,-0.2,0.0
u7666,7,41,139,0.050359712230215826,0.2949640287769784
u7674,4,9,18,0.2222222222222222,0.5
u7660,5,2,12,0.4166666666666667,0.16666666666666666
u7661,0,1,5,0.0,0.2
u7664,0,-1,2,0.0,-0.5
u7662,14,13,36,0.3888888888888889,0.3611111111111111
u7667,2,7,13,0.15384615384615385,0.5384615384615384
u7673,-1,8,34,-0.029411764705882353,0.23529411764705882
u7663,9,-2,59,0.15254237288135594,-0.03389830508474576
u7665,0,1,2,0.0,0.5
u7669,1,1,1,1.0,1.0
u7670,0,0,0,,
u7668,2,0,5,0.4,0.0
u7683,-4,19,63,-0.06349206349206349,0.30158730158730157
u7675,0,2,5,0.0,0.4
u7682,11,14,47,0.23404255319148937,0.2978723404255319
u7676,5,8,42,0.11904761904761904,0.19047619047619047
u7684,6,3,19,0.3157894736842105,0.15789473684210525
u7681,4,3,6,0.6666666666666666,0.5
u7689,0,0,0,,
u7677,-3,-1,9,-0.3333333333333333,-0.1111111111111111
u7678,4,9,13,0.3076923076923077,0.6923076923076923
u7679,-1,1,2,-0.5,0.5
u7685,2,2,2,1.0,1.0
u7680,2,2,3,0.6666666666666666,0.6666666666666666
u7688,0,2,2,0.0,1.0
u7698,1,6,13,0.07692307692307693,0.46153846153846156
u7690,2,5,10,0.2,0.5
u7692,1,2,3,0.3333333333333333,0.6666666666666666
u7702,6,11,28,0.21428571428571427,0.39285714285714285
u7693,-1,-1,1,-1.0,-1.0
u7694,5,8,16,0.3125,0.5
u7697,21,34,50,0.42,0.68
u7700,2,1,2,1.0,0.5
u7705,9,4,9,1.0,0.4444444444444444
u7696,3,-2,5,0.6,-0.4
u7703,-1,2,2,-0.5,1.0
u7699,-4,3,4,-1.0,0.75
u7701,3,3,6,0.5,0.5
u7704,0,0,0,,
u7707,1,2,2,0.5,1.0
u7706,12,10,19,0.631578947368421,0.5263157894736842
u7708,1,1,3,0.3333333333333333,0.3333333333333333
u7721,0,0,0,,
u7709,1,1,1,1.0,1.0
u7712,7,12,35,0.2,0.34285714285714286
u7723,1,3,3,0.3333333333333333,1.0
u7713,13,25,57,0.22807017543859648,0.43859649122807015
u7716,1,0,1,1.0,0.0
u7717,-1,1,3,-0.3333333333333333,0.3333333333333333
u7722,-2,20,38,-0.05263157894736842,0.5263157894736842
u7719,-2,-3,4,-0.5,-0.75
u7720,3,6,6,0.5,1.0
u7714,0,0,0,,
u7715,0,0,0,,
u7724,1,1,1,1.0,1.0
u7725,1,2,7,0.14285714285714285,0.2857142857142857
u7729,6,14,39,0.15384615384615385,0.358974358974359
u7730,-2,6,16,-0.125,0.375
u7728,1,1,6,0.16666666666666666,0.16666666666666666
u7726,0,2,2,0.0,1.0
u7727,2,2,2,1.0,1.0
u7732,-3,3,3,-1.0,1.0
u7731,0,0,0,,
u7734,-1,-1,1,-1.0,-1.0
u7733,0,0,0,,
u7739,9,7,18,0.5,0.3888888888888889
u7735,0,0,4,0.0,0.0
u7738,3,1,3,1.0,0.3333333333333333
u7737,-2,1,2,-1.0,0.5
u7748,1,3,9,0.1111111111111111,0.3333333333333333
u7742,1,-1,1,1.0,-1.0
u7750,-2,-1,12,-0.16666666666666666,-0.08333333333333333
u7743,1,1,1,1.0,1.0
u7744,1,-1,1,1.0,-1.0
u7745,0,1,3,0.0,0.3333333333333333
u7749,4,0,4,1.0,0.0
u7751,1,2,5,0.2,0.4
u7752,0,0,0,,
u7770,0,3,11,0.0,0.2727272727272727
u7775,-1,3,7,-0.14285714285714285,0.42857142857142855
u7757,-3,-3,3,-1.0,-1.0
u7754,5,6,9,0.5555555555555556,0.6666666666666666
u7761,-1,3,11,-0.09090909090909091,0.2727272727272727
u7756,-1,1,1,-1.0,1.0
u7758,0,0,0,,
u7769,-1,6,11,-0.09090909090909091,0.5454545454545454
u7760,-1,-1,1,-1.0,-1.0
u7768,-1,2,3,-0.3333333333333333,0.6666666666666666
u7772,6,0,8,0.75,0.0
u7765,4,-2,5,0.8,-0.4
u7766,0,0,0,,
u7767,-1,1,1,-1.0,1.0
u7764,0,0,0,,
u7776,0,0,0,,
u7787,2,2,2,1.0,1.0
u7788,-2,-1,2,-1.0,-0.5
u7782,7,5,11,0.6363636363636364,0.45454545454545453
u7777,-3,4,17,-0.17647058823529413,0.23529411764705882
u7786,2,7,22,0.09090909090909091,0.3181818181818182
u7784,1,1,2,0.5,0.5
u7778,2,2,2,1.0,1.0
u7781,1,1,1,1.0,1.0
u7779,-6,1,12,-0.5,0.08333333333333333
u7783,-3,-3,3,-1.0,-1.0
u7780,1,2,5,0.2,0.4
u7789,1,0,3,0.3333333333333333,0.0
u7802,61,60,112,0.5446428571428571,0.5357142857142857
u7795,9,9,16,0.5625,0.5625
u7790,0,3,3,0.0,1.0
u7791,14,9,17,0.8235294117647058,0.5294117647058824
u7801,9,9,13,0.6923076923076923,0.6923076923076923
u7792,11,17,32,0.34375,0.53125
u7800,25,27,54,0.46296296296296297,0.5
u7796,5,12,24,0.20833333333333334,0.5
u7798,3,5,8,0.375,0.625
u7794,2,2,2,1.0,1.0
u7803,2,1,4,0.5,0.25
u7808,3,3,3,1.0,1.0
u7806,22,25,56,0.39285714285714285,0.44642857142857145
u7805,5,3,19,0.2631578947368421,0.15789473684210525
u7815,-2,1,3,-0.6666666666666666,0.3333333333333333
u7811,60,72,133,0.45112781954887216,0.5413533834586466
u7809,37,31,52,0.7115384615384616,0.5961538461538461
u7814,3,6,13,0.23076923076923078,0.46153846153846156
u7807,2,1,2,1.0,0.5
u7812,2,2,2,1.0,1.0
u7821,1,6,9,0.1111111111111111,0.6666666666666666
u7816,-6,9,16,-0.375,0.5625
u7824,-3,-1,23,-0.13043478260869565,-0.043478260869565216
u7817,0,0,0,,
u7818,0,0,0,,
u7819,0,0,0,,
u7823,2,2,2,1.0,1.0
u7827,-1,1,1,-1.0,1.0
u7825,1,3,3,0.3333333333333333,1.0
u7826,-1,2,2,-0.5,1.0
u7837,56,40,139,0.4028776978417266,0.28776978417266186
u7828,9,9,14,0.6428571428571429,0.6428571428571429
u7829,0,1,1,0.0,1.0
u7830,9,13,22,0.4090909090909091,0.5909090909090909
u7831,30,26,64,0.46875,0.40625
u7833,19,15,29,0.6551724137931034,0.5172413793103449
u7843,24,24,36,0.6666666666666666,0.6666666666666666
u7832,-1,2,3,-0.3333333333333333,0.6666666666666666
u7834,5,4,5,1.0,0.8
u7838,1,5,7,0.14285714285714285,0.7142857142857143
u7840,3,3,7,0.42857142857142855,0.42857142857142855
u7835,0,3,3,0.0,1.0
u7836,0,0,0,,
u7842,0,2,4,0.0,0.5
u7844,8,8,10,0.8,0.8
u7839,-1,-1,1,-1.0,-1.0
u7841,0,1,2,0.0,0.5
u7848,-1,1,1,-1.0,1.0
u7849,-1,-3,9,-0.1111111111111111,-0.3333333333333333
u7847,3,4,5,0.6,0.8
u7853,2,3,5,0.4,0.6
u7850,0,0,0,,
u7852,0,0,0,,
u7861,1,5,7,0.14285714285714285,0.7142857142857143
u7856,8,23,30,0.26666666666666666,0.7666666666666667
u7869,44,46,98,0.4489795918367347,0.46938775510204084
u7867,0,14,18,0.0,0.7777777777777778
u7871,-1,1,1,-1.0,1.0
u7866,3,2,5,0.6,0.4
u7859,10,8,10,1.0,0.8
u7870,4,9,22,0.18181818181818182,0.4090909090909091
u7877,20,28,43,0.46511627906976744,0.6511627906976745
u7860,1,2,9,0.1111111111111111,0.2222222222222222
u7863,6,5,12,0.5,0.4166666666666667
u7862,8,7,12,0.6666666666666666,0.5833333333333334
u7864,0,0,0,,
u7865,3,3,3,1.0,1.0
u7872,1,0,6,0.16666666666666666,0.0
u7868,5,8,10,0.5,0.8
u7874,0,0,0,,
u7875,2,1,6,0.3333333333333333,0.16666666666666666
u7876,2,2,2,1.0,1.0
u7878,6,15,35,0.17142857142857143,0.42857142857142855
u7879,-1,6,17,-0.058823529411764705,0.35294117647058826
u7883,-6,15,48,-0.125,0.3125
u7885,1,20,59,0.01694915254237288,0.3389830508474576
u7884,15,1,27,0.5555555555555556,0.037037037037037035
u7880,2,2,2,1.0,1.0
u7882,0,2,2,0.0,1.0
u7887,1,-1,5,0.2,-0.2
u7893,-7,4,9,-0.7777777777777778,0.4444444444444444
u7898,-1,10,30,-0.03333333333333333,0.3333333333333333
u7894,6,1,9,0.6666666666666666,0.1111111111111111
u7889,0,5,11,0.0,0.45454545454545453
u7900,-4,6,11,-0.36363636363636365,0.5454545454545454
u7891,1,3,3,0.3333333333333333,1.0
u7901,-2,0,9,-0.2222222222222222,0.0
u7892,-1,4,7,-0.14285714285714285,0.5714285714285714
u7895,1,2,3,0.3333333333333333,0.6666666666666666
u7897,-2,-2,3,-0.6666666666666666,-0.6666666666666666
u7899,0,0,2,0.0,0.0
u7903,0,0,0,,
u7904,5,3,7,0.7142857142857143,0.42857142857142855
u7905,5,3,5,1.0,0.6
u7907,-2,2,2,-1.0,1.0
u7908,-2,0,4,-0.5,0.0
u7912,0,0,0,,
u7910,2,1,2,1.0,0.5
u7928,3,1,11,0.2727272727272727,0.09090909090909091
u7913,-6,5,9,-0.6666666666666666,0.5555555555555556
u7921,4,1,6,0.6666666666666666,0.16666666666666666
u7915,-1,3,3,-0.3333333333333333,1.0
u7927,-4,4,21,-0.19047619047619047,0.19047619047619047
u7916,-1,-1,1,-1.0,-1.0
u7918,1,1,3,0.3333333333333333,0.3333333333333333
u7919,1,0,3,0.3333333333333333,0.0
u7920,1,2,11,0.09090909090909091,0.18181818181818182
u7926,1,-4,9,0.1111111111111111,-0.4444444444444444
u7936,1,12,42,0.023809523809523808,0.2857142857142857
u7940,-1,6,16,-0.0625,0.375
u7932,1,12,25,0.04,0.48
u7938,6,7,24,0.25,0.2916666666666667
u7934,-3,3,12,-0.25,0.25
u7942,20,19,45,0.4444444444444444,0.4222222222222222
u7937,9,6,12,0.75,0.5
u7933,-1,1,1,-1.0,1.0
u7950,-5,10,13,-0.38461538461538464,0.7692307692307693
u7943,-1,-1,5,-0.2,-0.2
u7952,-2,-2,5,-0.4,-0.4
u7944,-6,6,21,-0.2857142857142857,0.2857142857142857
u7949,0,0,2,0.0,0.0
u7947,2,2,2,1.0,1.0
u7948,0,1,6,0.0,0.16666666666666666
u7946,1,1,1,1.0,1.0
u7958,1,-1,5,0.2,-0.2
u7959,0,14,47,0.0,0.2978723404255319
u7955,0,1,3,0.0,0.3333333333333333
u7956,13,13,34,0.38235294117647056,0.38235294117647056
u7966,0,-1,1,0.0,-1.0
u7965,4,17,34,0.11764705882352941,0.5
u7957,-2,0,3,-0.6666666666666666,0.0
u7962,10,9,10,1.0,0.9
u7963,0,0,0,,
u7961,-5,4,5,-1.0,0.8
u7980,27,23,42,0.6428571428571429,0.5476190476190477
u7978,49,63,93,0.5268817204301075,0.6774193548387096
u7968,4,3,7,0.5714285714285714,0.42857142857142855
u7969,-1,1,1,-1.0,1.0
u7979,28,32,59,0.4745762711864407,0.5423728813559322
u7970,32,34,73,0.4383561643835616,0.4657534246575342
u7975,12,11,17,0.7058823529411765,0.6470588235294118
u7974,-6,10,10,-0.6,1.0
u7972,0,6,13,0.0,0.46153846153846156
u7973,9,10,17,0.5294117647058824,0.5882352941176471
u7977,5,7,8,0.625,0.875
u7986,15,11,24,0.625,0.4583333333333333
u7982,4,3,6,0.6666666666666666,0.5
u7983,4,5,16,0.25,0.3125
u7993,3,-1,3,1.0,-0.3333333333333333
u7988,-2,3,8,-0.25,0.375
u7996,0,3,3,0.0,1.0
u7992,1,3,4,0.25,0.75
u7989,1,1,1,1.0,1.0
u7987,1,2,3,0.3333333333333333,0.6666666666666666
u7994,-2,4,15,-0.13333333333333333,0.26666666666666666
u7997,0,4,6,0.0,0.6666666666666666
u7990,-2,0,3,-0.6666666666666666,0.0
u7995,-1,1,1,-1.0,1.0
u8004,2,6,14,0.14285714285714285,0.42857142857142855
u7998,-5,4,17,-0.29411764705882354,0.23529411764705882
u8005,4,2,10,0.4,0.2
u7999,-1,1,4,-0.25,0.25
u8007,0,0,2,0.0,0.0
u8001,-1,1,1,-1.0,1.0
u8012,2,7,10,0.2,0.7
u8002,-2,2,2,-1.0,1.0
u8003,-1,1,1,-1.0,1.0
u8014,1,0,2,0.5,0.0
u8008,0,0,0,,
u8015,0,3,8,0.0,0.375
u8018,-3,3,8,-0.375,0.375
u8021,1,-3,6,0.16666666666666666,-0.5
u8023,3,5,7,0.42857142857142855,0.7142857142857143
u8020,7,10,15,0.4666666666666667,0.6666666666666666
u8017,-1,-2,3,-0.3333333333333333,-0.6666666666666666
u8024,1,1,1,1.0,1.0
u8019,-2,0,2,-1.0,0.0
u8022,-2,0,2,-1.0,0.0
u8025,1,-1,1,1.0,-1.0
u8034,2,10,26,0.07692307692307693,0.38461538461538464
u8026,1,0,15,0.06666666666666667,0.0
u8035,-3,3,3,-1.0,1.0
u8033,3,1,10,0.3,0.1
u8027,2,7,12,0.16666666666666666,0.5833333333333334
u8038,-2,2,12,-0.16666666666666666,0.16666666666666666
u8028,0,0,1,0.0,0.0
u8029,0,0,0,,
u8030,-1,1,1,-1.0,1.0
u8032,-1,-1,1,-1.0,-1.0
u8037,-1,-1,1,-1.0,-1.0
u8036,1,2,3,0.3333333333333333,0.6666666666666666
u8039,0,0,0,,
u8045,-2,0,25,-0.08,0.0
u8054,0,-2,8,0.0,-0.25
u8040,10,12,26,0.38461538461538464,0.46153846153846156
u8048,-3,3,5,-0.6,0.6
u8044,0,-1,2,0.0,-0.5
u8046,-1,4,17,-0.058823529411764705,0.23529411764705882
u8049,-1,5,7,-0.14285714285714285,0.7142857142857143
u8041,5,7,10,0.5,0.7
u8052,1,0,2,0.5,0.0
u8042,0,-1,1,0.0,-1.0
u8050,0,0,0,,
u8053,0,0,0,,
u8055,2,2,8,0.25,0.25
u8070,0,0,2,0.0,0.0
u8065,14,35,56,0.25,0.625
u8057,3,4,17,0.17647058823529413,0.23529411764705882
u8066,23,16,45,0.5111111111111111,0.35555555555555557
u8058,1,1,6,0.16666666666666666,0.16666666666666666
u8059,30,19,48,0.625,0.3958333333333333
u8067,29,19,44,0.6590909090909091,0.4318181818181818
u8064,1,6,10,0.1,0.6
u8060,4,6,9,0.4444444444444444,0.6666666666666666
u8061,6,5,10,0.6,0.5
u8062,0,2,6,0.0,0.3333333333333333
u8063,4,5,6,0.6666666666666666,0.8333333333333334
u8068,2,0,2,1.0,0.0
u8071,2,1,7,0.2857142857142857,0.14285714285714285
u8076,-1,-1,1,-1.0,-1.0
u8077,5,10,18,0.2777777777777778,0.5555555555555556
u8072,2,-1,9,0.2222222222222222,-0.1111111111111111
u8074,-2,1,10,-0.2,0.1
u8075,-1,-1,1,-1.0,-1.0
u8081,23,22,55,0.41818181818181815,0.4
u8084,1,9,16,0.0625,0.5625
u8083,10,21,35,0.2857142857142857,0.6
u8088,2,22,62,0.03225806451612903,0.3548387096774194
u8082,5,7,10,0.5,0.7
u8086,5,19,24,0.20833333333333334,0.7916666666666666
u8087,0,0,2,0.0,0.0
u8089,0,0,0,,
u8090,0,2,2,0.0,1.0
u8091,0,1,1,0.0,1.0
u8096,-3,3,15,-0.2,0.2
u8098,0,0,0,,
u8093,-1,1,1,-1.0,1.0
u8095,3,5,9,0.3333333333333333,0.5555555555555556
u8097,0,2,2,0.0,1.0
u8100,-1,1,1,-1.0,1.0
u8099,2,1,3,0.6666666666666666,0.3333333333333333
u8101,2,1,3,0.6666666666666666,0.3333333333333333
u8114,-2,12,49,-0.04081632653061224,0.24489795918367346
u8103,11,12,25,0.44,0.48
u8104,1,9,13,0.07692307692307693,0.6923076923076923
u8105,1,1,1,1.0,1.0
u8106,0,1,1,0.0,1.0
u8107,5,3,5,1.0,0.6
u8108,-1,1,1,-1.0,1.0
u8109,2,2,2,1.0,1.0
u8110,0,0,0,,
u8112,0,0,0,,
u8113,1,1,1,1.0,1.0
u8116,1,2,2,0.5,1.0
u8125,0,0,0,,
u8117,1,1,3,0.3333333333333333,0.3333333333333333
u8123,-6,-3,18,-0.3333333333333333,-0.16666666666666666
u8119,7,10,31,0.22580645161290322,0.3225806451612903
u8124,0,5,12,0.0,0.4166666666666667
u8118,-1,2,2,-0.5,1.0
u8121,1,0,1,1.0,0.0
u8120,-1,-1,2,-0.5,-0.5
u8122,2,1,3,0.6666666666666666,0.3333333333333333
u8141,3,2,6,0.5,0.3333333333333333
u8126,0,0,0,,
u8137,-1,1,11,-0.09090909090909091,0.09090909090909091
u8127,-1,1,1,-1.0,1.0
u8142,-6,11,35,-0.17142857142857143,0.3142857142857143
u8129,0,0,0,,
u8130,5,7,11,0.45454545454545453,0.6363636363636364
u8131,7,12,22,0.3181818181818182,0.5454545454545454
u8132,0,0,0,,
u8134,0,0,0,,
u8133,0,0,0,,
u8135,1,-1,2,0.5,-0.5
u8136,0,0,0,,
u8140,2,0,2,1.0,0.0
u8138,-1,1,1,-1.0,1.0
u8139,0,0,0,,
u8149,1,1,5,0.2,0.2
u8150,9,12,27,0.3333333333333333,0.4444444444444444
u8143,1,1,1,1.0,1.0
u8144,-2,-2,2,-1.0,-1.0
u8145,1,1,1,1.0,1.0
u8146,-2,3,5,-0.4,0.6
u8147,-1,2,5,-0.2,0.4
u8148,0,0,0,,
u8155,2,2,2,1.0,1.0
u8156,3,3,3,1.0,1.0
u8158,1,1,1,1.0,1.0
u8151,1,1,1,1.0,1.0
u8153,1,1,1,1.0,1.0
u8154,0,0,0,,
u8152,0,1,1,0.0,1.0
u8159,0,0,0,,
u8171,-1,9,21,-0.047619047619047616,0.42857142857142855
u8160,1,3,3,0.3333333333333333,1.0
u8161,0,3,7,0.0,0.42857142857142855
u8162,-4,1,6,-0.6666666666666666,0.16666666666666666
u8167,-1,-1,1,-1.0,-1.0
u8166,4,2,4,1.0,0.5
u8164,-3,1,6,-0.5,0.16666666666666666
u8168,0,2,2,0.0,1.0
u8170,-4,8,14,-0.2857142857142857,0.5714285714285714
u8169,0,0,0,,
u8186,-4,-1,30,-0.13333333333333333,-0.03333333333333333
u8172,0,0,0,,
u8184,0,0,0,,
u8173,-1,1,4,-0.25,0.25
u8177,0,1,1,0.0,1.0
u8179,1,-1,3,0.3333333333333333,-0.3333333333333333
u8178,0,1,2,0.0,0.5
u8180,4,2,9,0.4444444444444444,0.2222222222222222
u8181,1,1,1,1.0,1.0
u8182,1,1,1,1.0,1.0
u8198,7,6,22,0.3181818181818182,0.2727272727272727
u8197,-7,1,24,-0.2916666666666667,0.041666666666666664
u8191,1,0,2,0.5,0.0
u8195,-1,2,2,-0.5,1.0
u8196,6,1,16,0.375,0.0625
u8202,0,0,0,,
u8199,1,1,1,1.0,1.0
u8200,0,0,0,,
u8203,1,1,8,0.125,0.125
u8207,-2,6,6,-0.3333333333333333,1.0
u8208,3,4,9,0.3333333333333333,0.4444444444444444
u8204,0,0,0,,
u8205,1,1,1,1.0,1.0
u8225,1,1,1,1.0,1.0
u8218,-6,11,32,-0.1875,0.34375
u8216,6,4,6,1.0,0.6666666666666666
u8211,3,5,11,0.2727272727272727,0.45454545454545453
u8221,2,5,10,0.2,0.5
u8213,6,6,12,0.5,0.5
u8219,0,3,4,0.0,0.75
u8212,0,0,0,,
u8222,0,2,2,0.0,1.0
u8215,-2,2,2,-1.0,1.0
u8217,1,0,2,0.5,0.0
u8224,-1,1,1,-1.0,1.0
u8220,1,1,1,1.0,1.0
u8226,0,0,0,,
u8230,-3,2,5,-0.6,0.4
u8228,-1,1,3,-0.3333333333333333,0.3333333333333333
u8231,0,-1,1,0.0,-1.0
u8242,2,3,3,0.6666666666666666,1.0
u8240,-2,14,51,-0.0392156862745098,0.27450980392156865
u8233,1,1,1,1.0,1.0
u8234,-1,2,4,-0.25,0.5
u8235,1,2,2,0.5,1.0
u8236,-3,1,13,-0.23076923076923078,0.07692307692307693
u8256,1,3,3,0.3333333333333333,1.0
u8239,0,0,0,,
u8244,5,1,8,0.625,0.125
u8250,0,0,0,,
u8247,-1,0,1,-1.0,0.0
u8248,1,-1,3,0.3333333333333333,-0.3333333333333333
u8246,0,0,0,,
u8262,2,8,28,0.07142857142857142,0.2857142857142857
u8259,10,12,25,0.4,0.48
u8257,-1,1,1,-1.0,1.0
u8258,0,0,0,,
u8261,1,6,32,0.03125,0.1875
u8267,0,0,0,,
u8264,0,0,0,,
u8270,0,2,3,0.0,0.6666666666666666
u8266,0,0,0,,
u8268,2,0,2,1.0,0.0
u8263,0,0,0,,
u8271,0,0,0,,
u8273,4,15,20,0.2,0.75
u8276,9,5,12,0.75,0.4166666666666667
u8272,0,2,6,0.0,0.3333333333333333
u8277,-2,1,3,-0.6666666666666666,0.3333333333333333
u8274,-1,-1,3,-0.3333333333333333,-0.3333333333333333
u8278,0,0,0,,
u8279,1,-1,1,1.0,-1.0
u8284,11,15,22,0.5,0.6818181818181818
u8280,-1,-1,12,-0.08333333333333333,-0.08333333333333333
u8285,0,3,18,0.0,0.16666666666666666
u8287,1,1,1,1.0,1.0
u8289,0,0,0,,
u8286,-5,-2,19,-0.2631578947368421,-0.10526315789473684
u8283,0,0,0,,
u8288,0,0,0,,
u8291,0,0,0,,
u8300,-1,16,59,-0.01694915254237288,0.2711864406779661
u8292,3,9,26,0.11538461538461539,0.34615384615384615
u8296,3,4,7,0.42857142857142855,0.5714285714285714
u8293,2,0,2,1.0,0.0
u8295,4,0,12,0.3333333333333333,0.0
u8314,1,0,1,1.0,0.0
u8304,0,3,7,0.0,0.42857142857142855
u8297,-3,1,3,-1.0,0.3333333333333333
u8298,1,0,1,1.0,0.0
u8299,0,1,3,0.0,0.3333333333333333
u8306,2,3,4,0.5,0.75
u8313,1,0,1,1.0,0.0
u8311,4,0,4,1.0,0.0
u8308,1,1,1,1.0,1.0
u8310,-1,1,1,-1.0,1.0
u8307,2,4,4,0.5,1.0
u8322,0,2,6,0.0,0.3333333333333333
u8315,-5,1,15,-0.3333333333333333,0.06666666666666667
u8329,4,12,86,0.046511627906976744,0.13953488372093023
u8334,1,1,1,1.0,1.0
u8330,2,0,2,1.0,0.0
u8325,2,6,6,0.3333333333333333,1.0
u8316,0,0,0,,
u8317,1,1,1,1.0,1.0
u8318,-2,2,2,-1.0,1.0
u8321,0,0,7,0.0,0.0
u8320,0,0,1,0.0,0.0
u8338,-1,1,1,-1.0,1.0
u8336,0,1,2,0.0,0.5
u8324,-1,1,1,-1.0,1.0
u8337,-1,1,1,-1.0,1.0
u8326,0,0,0,,
u8335,0,2,2,0.0,1.0
u8332,2,0,7,0.2857142857142857,0.0
u8333,-1,0,1,-1.0,0.0
u8355,-12,4,29,-0.41379310344827586,0.13793103448275862
u8340,1,1,3,0.3333333333333333,0.3333333333333333
u8341,1,0,1,1.0,0.0
u8342,-1,1,1,-1.0,1.0
u8344,3,4,5,0.6,0.8
u8345,3,-1,5,0.6,-0.2
u8352,1,-1,2,0.5,-0.5
u8347,1,5,5,0.2,1.0
u8350,3,2,3,1.0,0.6666666666666666
u8354,0,0,0,,
u8361,2,1,2,1.0,0.5
u8357,1,0,1,1.0,0.0
u8362,-3,-2,6,-0.5,-0.3333333333333333
u8358,-4,4,12,-0.3333333333333333,0.3333333333333333
u8360,1,1,1,1.0,1.0
u8359,1,1,4,0.25,0.25
u8385,0,6,8,0.0,0.75
u8363,2,0,2,1.0,0.0
u8386,3,3,3,1.0,1.0
u8364,5,5,7,0.7142857142857143,0.7142857142857143
u8387,0,3,4,0.0,0.75
u8365,2,2,2,1.0,1.0
u8372,12,6,13,0.9230769230769231,0.46153846153846156
u8375,16,24,71,0.22535211267605634,0.3380281690140845
u8366,3,3,7,0.42857142857142855,0.42857142857142855
u8373,2,2,2,1.0,1.0
u8379,4,4,6,0.6666666666666666,0.6666666666666666
u8367,2,4,4,0.5,1.0
u8369,0,0,0,,
u8377,2,5,10,0.2,0.5
u8370,2,2,2,1.0,1.0
u8371,1,0,2,0.5,0.0
u8380,-1,-1,5,-0.2,-0.2
u8384,1,3,4,0.25,0.75
u8374,0,0,0,,
u8378,3,7,7,0.42857142857142855,1.0
u8382,4,4,4,1.0,1.0
u8383,1,0,1,1.0,0.0
u8400,11,16,43,0.2558139534883721,0.37209302325581395
u8391,5,10,18,0.2777777777777778,0.5555555555555556
u8389,1,0,1,1.0,0.0
u8390,0,-2,3,0.0,-0.6666666666666666
u8398,1,6,17,0.058823529411764705,0.35294117647058826
u8406,11,12,23,0.4782608695652174,0.5217391304347826
u8393,3,2,3,1.0,0.6666666666666666
u8394,1,-3,3,0.3333333333333333,-1.0
u8399,1,4,8,0.125,0.5
u8396,5,1,7,0.7142857142857143,0.14285714285714285
u8397,2,7,18,0.1111111111111111,0.3888888888888889
u8402,1,4,6,0.16666666666666666,0.6666666666666666
